Model,RMSE,MAE,R2,MAPE
Random Forest,62.44937732370334,6.052603073598628,0.9996220480300365,0.09740476783286525
XGBoost,97.24362110558505,67.30980710981768,0.9990835629609894,2.2768805937577903
LightGBM,133.6248911071142,95.02983406537501,0.9982695656914837,3.3546679238186243
Ridge Regression,844.2272348702942,567.9452272972763,0.9309284653581108,27.219528883025323
