Cluster_KMeans,Recency_Days,Total_Spend,Frequency,Transaction_Count,Customer_LTV,Avg_Order_Value,Avg_Rating,Unique_Categories,Unique_Brands,Customer_Tenure_Days,Pct_Shipped,Pct_Cancelled,Weekend_Purchase_Pct,RFM_Score,Category_Entropy,Order_Value_CV,Pct_Processing
0,58.74436310395315,6816.2480657805545,4.770942673724519,4.770942673724519,6816.2480657805545,1460.6763864051807,3.1599474683067426,3.237346548034689,4.204640162180426,241.16819461651087,0.2149324784537083,0.0,0.28433253172976114,11.689424484739272,1.08439189639101,0.7824090509231287,0.18971661342874316
1,135.21086314795136,2576.505189512535,2.106506081001299,2.106506081001299,2576.505189512535,1271.827367420636,3.167803361278388,1.7457078757822648,1.9715432754752626,103.11026095170622,0.21632778368166253,0.0,0.28329200614004013,6.206187271224466,0.4739051752720094,0.5097540629315191,0.18805093084582988
